,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
469,1845,,0.5,1,10,no,61,0.3,96,1,12,292,695,1731.0,9,5,6.0,0,0,no_wifi,medium cost
470,752,,0.5,1,1,no,48,0.7,87,7,13,164,728,3860.0,7,5,16.0,0,0,no_wifi,very high cost
471,1948,no,2.8,1,8,no,16,0.1,100,5,10,631,1940,3630.0,9,7,17.0,0,1,no_wifi,very high cost
472,1077,no,2.5,1,0,yes,45,1.0,174,3,4,897,1304,1965.0,6,2,6.0,1,1,no_wifi,medium cost
473,932,yes,0.5,0,1,yes,60,0.7,104,4,2,268,1078,1459.0,6,1,19.0,1,1,no_wifi,low cost
474,1968,no,0.9,0,0,no,22,0.8,115,3,7,861,1259,2323.0,9,8,7.0,0,0,wifi,high cost
475,1122,no,1.2,0,9,no,2,0.6,120,4,14,331,790,3291.0,11,2,13.0,1,1,wifi,high cost
476,1588,no,0.5,0,0,yes,61,0.8,159,1,13,1064,1594,3272.0,18,0,17.0,1,1,no_wifi,very high cost
477,601,no,2.1,0,4,no,26,0.3,101,4,18,509,548,918.0,9,1,12.0,0,0,no_wifi,low cost
478,1615,no,0.5,0,14,no,15,0.1,132,4,16,622,1256,3488.0,16,2,3.0,0,0,wifi,very high cost
479,1589,yes,2.2,1,2,no,58,0.1,128,4,4,957,1911,3961.0,16,14,14.0,1,0,wifi,very high cost
480,1417,yes,2.7,0,2,yes,56,0.9,114,6,4,494,1649,590.0,11,3,6.0,1,0,wifi,low cost
481,1697,yes,0.7,0,1,yes,34,0.1,95,1,3,236,1264,3701.0,15,9,8.0,1,1,no_wifi,very high cost
482,1330,yes,1.3,1,14,no,3,0.3,83,5,17,980,1262,463.0,14,6,11.0,0,0,wifi,low cost
483,1476,no,0.5,0,0,yes,43,0.7,148,2,2,1789,1972,3644.0,15,10,6.0,1,0,wifi,very high cost
484,1579,yes,1.5,0,0,no,27,0.2,142,6,18,831,1484,1713.0,16,4,10.0,1,1,wifi,medium cost
485,1277,no,3.0,0,0,yes,41,0.3,200,4,3,902,1090,429.0,9,4,14.0,1,1,wifi,low cost
486,1089,yes,0.9,1,12,yes,2,0.7,145,5,15,636,1259,2765.0,13,12,10.0,1,0,wifi,high cost
487,1663,yes,2.5,1,13,yes,27,0.3,169,4,14,831,1439,2084.0,7,1,18.0,1,0,no_wifi,high cost
488,1949,no,1.8,0,0,no,20,0.8,186,5,4,518,592,1125.0,17,10,9.0,0,0,no_wifi,medium cost
489,1138,no,1.1,0,5,yes,48,0.6,109,3,14,233,1777,2048.0,6,0,18.0,1,1,wifi,high cost
490,685,no,2.7,0,7,no,17,0.3,174,6,20,725,870,1223.0,8,0,18.0,1,0,wifi,low cost
491,1889,no,2.8,0,5,yes,31,1.0,132,1,10,170,1539,3672.0,5,1,3.0,1,1,wifi,very high cost
492,857,yes,2.0,1,3,no,17,0.2,195,7,9,157,948,3100.0,17,5,,1,1,no_wifi,high cost
493,1902,no,2.8,1,6,no,50,0.8,124,8,9,1142,1393,343.0,11,8,18.0,0,1,no_wifi,low cost
494,1225,yes,2.4,0,0,no,15,0.1,155,5,0,840,982,1970.0,16,8,15.0,1,1,no_wifi,medium cost
496,1554,yes,0.5,1,11,no,5,1.0,124,3,12,395,1579,3635.0,7,4,18.0,0,0,no_wifi,very high cost
497,1337,no,0.5,0,13,no,31,0.8,186,2,20,48,644,2180.0,7,4,16.0,1,0,wifi,medium cost
498,1926,yes,1.7,1,1,yes,33,0.4,172,3,2,982,1157,2488.0,6,1,14.0,1,0,no_wifi,high cost
499,869,no,1.3,1,3,no,34,0.1,104,2,4,478,539,,13,3,11.0,1,0,no_wifi,very high cost
500,1278,yes,0.5,1,1,no,54,0.1,104,8,16,581,750,1155.0,7,1,20.0,0,0,wifi,low cost
501,1773,yes,2.5,0,16,yes,32,0.6,170,6,18,1215,1472,3566.0,17,6,13.0,1,0,wifi,very high cost
502,1661,yes,0.8,1,1,yes,6,1.0,109,7,2,594,1337,864.0,9,8,2.0,1,0,wifi,medium cost
503,1438,no,2.2,0,0,yes,32,0.6,176,7,6,683,1663,869.0,19,13,9.0,1,1,wifi,low cost
504,1661,yes,1.4,0,0,no,29,0.3,119,2,0,536,861,591.0,9,2,9.0,1,1,wifi,low cost
505,1846,yes,0.6,0,1,no,19,0.7,159,1,2,83,773,1333.0,15,6,11.0,0,1,wifi,medium cost
506,1260,yes,2.0,1,2,yes,23,0.2,123,7,10,905,1313,2208.0,12,11,10.0,1,0,wifi,high cost
507,512,yes,0.5,1,7,no,15,0.9,83,3,15,249,1849,2610.0,18,14,15.0,0,1,wifi,high cost
508,581,no,2.2,0,0,no,59,0.7,185,5,6,803,1613,2819.0,19,17,9.0,0,0,wifi,high cost
509,1872,yes,2.3,0,6,no,44,0.7,134,3,15,459,1259,1955.0,9,4,15.0,1,0,wifi,high cost
510,687,yes,1.3,0,9,yes,50,0.6,151,4,20,584,1151,3416.0,14,6,8.0,1,1,no_wifi,very high cost
511,1062,yes,2.5,1,6,no,10,0.9,160,1,13,1596,1807,3803.0,7,3,16.0,0,0,wifi,very high cost
512,1678,yes,2.3,1,11,no,7,0.5,192,1,14,418,1763,574.0,5,3,19.0,1,0,no_wifi,low cost
513,1417,yes,0.5,0,10,yes,45,0.9,166,4,19,364,1029,2129.0,13,9,12.0,1,0,wifi,medium cost
514,1074,no,2.4,1,2,yes,9,0.9,103,6,14,946,952,1948.0,13,1,18.0,1,1,wifi,medium cost
515,1832,no,0.7,0,2,no,2,0.6,90,7,6,186,654,2978.0,18,7,18.0,0,0,no_wifi,high cost
516,1039,no,1.3,0,0,yes,12,0.8,200,8,0,1428,1827,1619.0,7,1,10.0,1,1,wifi,medium cost
517,1059,no,2.4,0,8,no,61,0.1,134,3,18,1613,1916,,15,13,11.0,1,1,no_wifi,very high cost
518,1606,no,1.4,0,3,no,57,0.1,154,4,4,1127,1924,3454.0,13,8,20.0,0,0,wifi,very high cost
520,1875,yes,0.5,1,11,yes,55,0.7,91,1,17,1802,1942,2712.0,7,2,,1,0,wifi,very high cost
521,1128,yes,1.1,0,9,yes,46,0.9,135,8,10,751,1582,1434.0,5,0,11.0,1,0,no_wifi,medium cost
522,1748,no,1.7,1,6,yes,14,0.5,146,3,7,859,1234,3968.0,16,12,3.0,1,0,wifi,very high cost
523,1413,no,0.5,1,5,no,51,0.3,117,5,11,187,517,3383.0,16,5,2.0,0,0,no_wifi,very high cost
524,825,no,0.5,1,0,yes,23,0.1,86,2,0,206,1917,3278.0,8,6,2.0,1,0,wifi,very high cost
525,1589,yes,1.4,0,3,yes,26,0.1,100,8,16,1673,1759,3970.0,16,8,18.0,1,0,wifi,very high cost
526,535,yes,0.5,1,8,yes,54,0.5,145,8,15,710,939,2674.0,14,8,,1,0,no_wifi,high cost
527,1780,yes,0.5,0,6,no,27,0.1,190,4,11,1331,1463,2776.0,19,17,14.0,1,1,wifi,very high cost
528,1671,no,0.6,1,7,yes,61,0.1,129,2,11,263,848,2336.0,10,4,7.0,1,0,no_wifi,high cost
529,1821,no,0.9,0,9,yes,12,0.3,114,1,18,97,1803,2430.0,7,4,6.0,1,1,wifi,high cost
530,1076,yes,2.6,0,3,yes,38,0.7,119,6,8,129,915,891.0,18,3,9.0,1,1,no_wifi,low cost
531,532,yes,0.8,1,3,no,8,0.1,193,5,10,1213,1354,728.0,13,5,8.0,1,1,no_wifi,low cost
532,777,yes,2.6,0,3,no,30,0.9,148,5,17,189,1143,3886.0,14,10,,1,0,no_wifi,very high cost
533,1217,yes,0.5,0,3,no,17,0.5,182,4,13,628,632,1711.0,7,3,9.0,1,0,wifi,medium cost
534,1656,yes,1.6,1,0,no,16,1.0,117,7,2,320,899,2856.0,14,3,20.0,1,1,wifi,high cost
535,1185,no,1.9,0,0,no,31,0.4,152,8,7,837,1642,2447.0,16,2,3.0,1,1,wifi,high cost
536,577,no,2.4,0,8,yes,37,0.9,161,6,20,1087,1450,814.0,11,7,19.0,1,1,wifi,low cost
537,737,yes,2.4,1,7,no,49,0.6,193,4,16,781,1463,2951.0,7,0,10.0,0,1,no_wifi,high cost
538,704,no,2.2,1,4,no,53,0.2,186,6,6,251,1013,3653.0,7,1,15.0,1,1,wifi,high cost
539,525,yes,0.5,1,5,no,51,0.5,137,8,11,262,1587,1891.0,18,3,12.0,0,1,no_wifi,medium cost
540,504,yes,0.5,1,5,no,16,0.1,166,1,9,767,1665,701.0,17,15,15.0,1,0,wifi,low cost
542,569,no,0.6,1,2,no,39,0.1,184,8,9,389,739,2811.0,7,6,7.0,1,0,wifi,medium cost
543,1590,no,1.9,1,3,yes,21,1.0,160,5,18,920,963,1701.0,11,4,4.0,1,0,wifi,medium cost
544,707,no,0.5,0,0,yes,16,0.1,194,2,0,1027,1508,1853.0,17,14,12.0,1,1,wifi,medium cost
545,767,no,1.9,0,16,yes,19,0.2,185,6,17,271,1000,2445.0,6,1,,1,1,wifi,medium cost
546,1350,yes,0.5,1,0,yes,50,0.8,181,8,4,369,544,2287.0,15,1,,1,1,no_wifi,medium cost
547,1117,yes,0.6,1,0,no,31,0.2,146,2,7,1258,1627,2003.0,8,7,14.0,0,1,wifi,high cost
548,641,yes,1.1,0,0,yes,7,0.9,192,1,3,417,759,3595.0,7,5,19.0,1,1,wifi,high cost
549,1002,no,0.8,1,0,yes,35,0.5,83,2,4,1345,1416,1726.0,16,5,19.0,1,0,wifi,medium cost
550,1408,yes,2.1,1,10,no,45,0.9,89,5,14,613,1088,3952.0,8,6,3.0,0,0,wifi,very high cost
551,1900,yes,2.0,1,1,no,41,0.5,190,8,6,912,1596,850.0,5,1,4.0,1,1,wifi,medium cost
552,726,no,2.9,0,0,no,43,0.1,101,8,0,666,760,1446.0,17,2,8.0,1,1,no_wifi,low cost
553,1544,no,2.3,0,12,yes,45,0.1,113,8,20,236,857,1300.0,8,7,18.0,1,1,no_wifi,medium cost
554,1454,yes,1.6,0,6,yes,21,0.2,160,4,10,186,1100,719.0,14,10,10.0,1,1,wifi,low cost
555,1230,yes,2.2,1,6,no,26,0.8,123,5,7,416,676,988.0,11,5,9.0,0,1,wifi,low cost
556,1552,no,1.2,0,10,yes,53,0.3,180,8,18,430,658,2606.0,13,6,12.0,1,0,no_wifi,high cost
557,1519,no,2.1,0,0,no,32,0.7,200,1,10,168,1239,2912.0,11,10,15.0,1,1,no_wifi,high cost
558,723,yes,1.9,0,4,no,30,0.3,102,1,7,1467,1901,2339.0,19,9,17.0,0,1,wifi,high cost
559,1191,no,2.4,1,2,no,13,0.9,169,1,7,179,1813,1028.0,14,6,8.0,1,1,wifi,low cost
560,1168,no,1.3,0,9,no,61,0.1,90,8,10,159,1578,3173.0,9,4,17.0,0,0,wifi,very high cost
561,1229,no,0.5,1,15,no,14,0.8,191,2,16,120,1878,1667.0,17,6,17.0,0,0,wifi,medium cost
562,1758,yes,0.5,0,11,yes,13,0.6,190,8,14,762,1864,1897.0,6,2,15.0,1,0,no_wifi,high cost
564,574,no,2.8,1,16,no,38,0.1,90,6,17,286,1171,3269.0,8,7,10.0,0,1,no_wifi,high cost
565,1271,yes,0.5,0,12,no,32,0.1,113,7,15,1350,1949,445.0,15,14,14.0,0,0,wifi,low cost
566,1170,yes,1.2,0,4,no,30,0.4,83,8,15,27,1722,1073.0,6,4,8.0,1,1,no_wifi,low cost
567,1269,yes,1.3,0,14,no,52,0.8,118,2,15,1597,1920,665.0,18,5,5.0,0,0,no_wifi,medium cost
568,1288,no,2.8,1,15,no,50,0.1,121,2,20,1177,1809,3129.0,17,6,2.0,0,0,no_wifi,very high cost
569,1366,yes,0.7,1,0,yes,34,0.1,150,2,9,402,964,3501.0,13,11,3.0,1,0,no_wifi,very high cost
570,1572,yes,0.8,1,7,yes,8,0.8,169,5,8,577,1237,3461.0,6,3,10.0,1,1,wifi,very high cost
571,1627,no,0.9,1,9,yes,32,0.1,180,6,16,52,1082,3206.0,12,6,16.0,1,1,no_wifi,very high cost
572,1701,yes,0.5,0,13,yes,46,0.9,115,2,15,364,828,3717.0,11,0,10.0,1,1,no_wifi,very high cost
573,1900,yes,0.5,1,0,yes,55,0.9,171,1,1,934,1241,3917.0,15,5,18.0,1,0,wifi,very high cost
574,1974,no,1.0,0,4,no,24,0.3,80,7,13,250,545,861.0,7,4,6.0,1,0,wifi,low cost
575,1197,yes,0.5,1,9,no,20,0.1,129,5,10,214,1710,2885.0,19,7,14.0,1,1,wifi,high cost
577,934,no,1.1,0,7,no,24,0.8,112,5,12,1111,1463,1017.0,12,7,9.0,0,0,wifi,low cost
578,1195,no,2.0,1,1,yes,23,0.1,82,4,9,163,1100,980.0,13,9,17.0,1,0,no_wifi,low cost
579,1853,yes,1.0,0,2,no,23,0.4,92,1,15,202,1951,2775.0,14,4,17.0,1,0,no_wifi,very high cost
580,1164,no,1.0,0,4,yes,19,0.9,95,8,18,729,1704,3309.0,15,3,3.0,1,0,wifi,very high cost
581,1512,yes,0.5,0,8,yes,18,0.1,88,3,17,1079,1897,3607.0,12,10,6.0,1,1,wifi,very high cost
582,1232,no,2.9,1,1,yes,24,0.3,169,5,17,361,809,1257.0,16,10,16.0,1,0,no_wifi,low cost
583,1813,yes,0.6,1,0,yes,5,0.2,198,3,8,338,1306,759.0,9,3,14.0,1,1,no_wifi,low cost
584,946,yes,2.6,1,17,no,5,0.1,166,3,20,1698,1771,3720.0,15,7,4.0,0,1,no_wifi,very high cost
585,739,yes,2.3,1,2,yes,58,0.1,88,3,4,1052,1536,475.0,7,6,6.0,1,0,wifi,low cost
586,704,yes,2.7,0,8,yes,29,0.2,80,1,10,1108,1509,1122.0,9,3,,1,1,wifi,low cost
587,1663,yes,0.5,0,0,no,40,0.6,147,4,15,951,1545,1336.0,8,5,15.0,1,0,no_wifi,medium cost
588,1966,yes,1.4,1,2,no,40,0.9,185,8,18,1197,1987,1185.0,11,2,20.0,0,1,no_wifi,high cost
589,1219,no,1.0,1,0,no,17,0.7,196,5,4,473,1022,705.0,11,3,6.0,0,1,wifi,low cost
590,612,yes,0.7,0,6,no,35,0.6,181,5,12,1294,1337,3169.0,14,9,6.0,0,0,no_wifi,high cost
591,1658,yes,1.4,0,0,yes,39,0.7,182,1,5,410,522,3483.0,10,1,15.0,1,0,wifi,very high cost
592,1263,no,0.5,0,12,no,64,0.3,175,5,18,178,1883,1183.0,14,3,17.0,0,0,wifi,medium cost
593,1395,yes,2.8,0,0,yes,55,0.6,118,3,1,782,1787,3373.0,11,2,16.0,1,1,no_wifi,very high cost
595,652,no,0.5,1,1,no,58,0.6,142,3,2,464,781,565.0,18,12,9.0,0,0,wifi,low cost
597,561,yes,1.0,0,0,no,11,0.1,163,8,10,492,1176,3421.0,16,2,5.0,1,1,wifi,high cost
598,1137,no,2.2,0,6,yes,3,0.9,173,5,7,1250,1285,316.0,15,14,17.0,1,0,no_wifi,low cost
599,1835,yes,2.3,0,4,yes,11,0.1,193,7,13,385,583,448.0,18,17,14.0,1,0,no_wifi,low cost
600,1170,no,2.9,1,2,no,40,0.4,169,6,5,427,684,2366.0,16,8,2.0,1,1,wifi,medium cost
601,1595,yes,0.8,1,0,yes,44,0.7,85,4,20,1024,1838,3881.0,14,10,9.0,1,0,wifi,very high cost
602,1719,yes,2.0,0,0,no,12,0.3,122,8,7,240,904,462.0,6,3,5.0,0,0,no_wifi,low cost
603,1770,no,2.3,1,0,no,7,0.8,128,7,6,886,1552,1480.0,6,1,17.0,1,0,no_wifi,medium cost
604,1312,no,0.5,1,0,yes,28,0.8,163,2,0,1233,1854,1087.0,17,16,14.0,1,0,no_wifi,medium cost
605,1878,no,1.5,1,5,yes,56,0.3,139,5,13,183,559,2711.0,8,2,3.0,1,1,wifi,high cost
606,1871,yes,2.0,0,7,yes,20,0.1,81,7,14,88,1682,2144.0,13,12,12.0,1,1,wifi,high cost
607,922,no,1.5,1,1,yes,35,0.9,188,7,15,1016,1383,1165.0,19,6,4.0,1,1,wifi,low cost
608,1975,yes,1.5,0,6,yes,16,0.9,128,8,11,80,655,2998.0,5,4,13.0,1,1,no_wifi,high cost
609,1212,no,2.6,0,1,yes,46,0.3,102,4,8,611,1715,2249.0,14,3,4.0,1,1,wifi,high cost
610,1430,yes,0.9,0,3,no,56,0.1,179,3,5,569,906,752.0,17,8,17.0,0,0,wifi,low cost
611,1958,yes,1.9,1,0,no,4,0.2,190,2,3,304,637,1409.0,16,5,3.0,0,0,no_wifi,medium cost
612,1836,yes,2.1,1,0,yes,30,0.2,184,7,15,276,1230,3072.0,7,3,5.0,1,1,no_wifi,very high cost
613,557,yes,1.6,0,0,no,24,0.5,125,3,0,1131,1315,1305.0,12,8,3.0,1,0,wifi,low cost
614,539,yes,0.6,1,9,no,21,0.1,145,7,14,551,599,3597.0,14,5,9.0,0,0,no_wifi,high cost
615,880,no,0.5,1,1,no,44,0.5,172,8,15,436,1302,3132.0,8,7,,0,1,wifi,high cost
616,1369,yes,1.8,1,6,no,34,0.5,162,1,7,553,727,3856.0,18,4,18.0,0,1,wifi,very high cost
617,1109,yes,2.7,1,1,no,39,0.4,98,1,9,1391,1787,1524.0,15,10,,1,1,wifi,medium cost
618,843,no,1.8,1,0,no,16,0.1,166,5,6,981,1096,3673.0,12,1,,1,0,wifi,very high cost
619,598,no,2.3,1,7,no,21,0.7,196,2,10,680,1173,3293.0,8,4,7.0,1,0,wifi,high cost
620,972,yes,2.7,1,1,no,5,1.0,126,4,2,687,816,3035.0,12,7,19.0,1,0,wifi,high cost
621,1944,yes,0.5,0,5,yes,36,0.1,197,6,18,1060,1970,584.0,17,14,13.0,1,1,no_wifi,medium cost
622,1225,no,0.7,1,0,yes,2,0.6,138,7,1,217,1101,2675.0,12,11,15.0,1,1,no_wifi,high cost
623,644,yes,1.3,1,7,yes,30,0.5,114,1,16,1140,1654,2382.0,9,0,19.0,1,0,wifi,high cost
624,1919,no,1.5,0,5,yes,48,0.8,150,4,6,304,1191,1391.0,19,13,12.0,1,0,wifi,medium cost
625,501,no,2.3,0,12,yes,54,0.3,131,4,19,504,1089,2346.0,13,12,2.0,1,0,wifi,medium cost
626,1620,yes,2.2,1,0,yes,30,0.2,185,3,3,832,1033,606.0,6,0,18.0,1,0,no_wifi,low cost
627,1227,yes,1.1,1,0,no,34,0.2,130,3,3,935,1781,1324.0,7,3,12.0,0,1,wifi,medium cost
628,1359,yes,0.5,1,1,yes,58,0.5,107,6,3,446,901,1076.0,16,8,4.0,1,1,wifi,low cost
629,1914,no,0.7,0,1,no,35,0.6,118,8,2,942,1701,643.0,17,1,8.0,1,0,wifi,medium cost
630,1645,yes,1.8,0,1,no,21,0.7,123,7,2,897,1308,783.0,10,8,20.0,1,0,no_wifi,low cost
632,946,no,2.1,0,0,yes,19,0.2,154,8,0,159,630,2104.0,7,4,16.0,1,1,no_wifi,medium cost
633,1231,no,3.0,1,5,no,54,0.8,185,3,10,632,1184,1762.0,5,3,6.0,1,1,no_wifi,medium cost
634,1397,no,2.9,1,13,no,9,0.5,87,6,18,1308,1991,3137.0,12,1,11.0,1,1,wifi,very high cost
635,701,yes,0.7,0,7,no,15,0.5,160,3,11,1002,1256,1756.0,6,3,17.0,1,1,wifi,medium cost
637,1993,yes,0.5,0,10,yes,27,0.3,147,8,11,150,510,2437.0,14,0,9.0,1,0,no_wifi,high cost
638,955,no,0.5,1,4,no,43,0.9,143,5,8,1248,1511,1432.0,12,9,9.0,1,1,wifi,medium cost
639,924,no,0.5,1,0,yes,47,0.3,167,8,6,108,1813,1620.0,17,15,12.0,1,0,no_wifi,medium cost
640,600,no,0.5,0,0,no,14,0.8,112,5,2,320,747,1655.0,18,0,9.0,0,0,no_wifi,low cost
641,518,no,0.8,1,0,no,3,0.1,178,7,1,437,1947,2832.0,5,0,8.0,1,0,wifi,high cost
642,1063,yes,2.5,0,0,yes,31,0.9,95,6,10,295,935,961.0,16,6,5.0,1,1,no_wifi,low cost
643,920,yes,0.5,0,2,no,46,0.8,149,3,3,1058,1421,2608.0,6,0,,0,0,wifi,high cost
644,1715,no,1.9,0,4,yes,3,0.1,171,5,6,79,1652,514.0,7,4,13.0,1,0,no_wifi,low cost
645,1841,yes,1.3,1,6,no,14,0.6,167,8,8,593,672,2304.0,7,1,18.0,0,0,wifi,high cost
646,543,yes,0.5,1,4,yes,60,0.7,132,5,7,693,1031,933.0,14,0,5.0,1,1,no_wifi,low cost
647,1762,yes,2.7,1,13,yes,25,0.9,189,1,14,300,527,1896.0,14,10,20.0,1,1,wifi,medium cost
648,1112,yes,0.5,1,1,no,53,0.6,121,4,16,234,739,3655.0,7,3,20.0,1,1,no_wifi,very high cost
649,709,yes,2.0,1,0,no,35,0.1,136,1,0,1545,1596,1973.0,12,9,16.0,0,1,wifi,medium cost
650,1315,yes,2.6,0,7,no,64,0.8,128,7,16,59,575,3278.0,6,3,13.0,0,0,no_wifi,high cost
651,1762,yes,2.5,0,10,yes,15,0.3,107,8,11,1103,1364,2183.0,8,3,11.0,1,1,no_wifi,high cost
652,1462,yes,1.7,1,1,no,25,0.2,182,7,18,91,1478,,15,5,13.0,1,0,wifi,low cost
653,571,no,1.6,1,8,no,35,0.2,186,7,20,177,1282,2598.0,13,5,8.0,1,1,no_wifi,medium cost
654,666,yes,0.5,1,7,yes,54,0.4,81,3,13,58,1353,1254.0,15,9,9.0,1,1,wifi,low cost
655,1994,no,1.5,1,2,yes,7,0.5,146,8,7,447,1435,3622.0,7,0,20.0,1,0,wifi,very high cost
656,1583,yes,2.1,1,11,no,14,0.7,148,7,16,942,1651,1704.0,17,13,2.0,1,0,wifi,high cost
657,1778,no,1.4,1,3,yes,45,1.0,132,4,17,88,516,1624.0,15,13,,1,1,no_wifi,medium cost
658,1926,yes,1.1,0,13,yes,50,0.2,179,6,17,371,1000,3809.0,17,12,17.0,1,1,no_wifi,very high cost
659,966,yes,0.6,0,9,yes,50,0.2,117,4,10,1446,1754,2574.0,10,1,5.0,1,0,wifi,high cost
660,568,no,2.0,0,1,no,36,0.3,179,3,4,181,1703,950.0,17,9,9.0,1,0,no_wifi,low cost
661,1897,no,3.0,0,1,yes,21,0.5,192,8,2,1311,1935,273.0,17,6,3.0,1,1,wifi,low cost
662,1695,no,0.5,1,6,yes,46,0.7,200,3,9,1791,1898,446.0,16,13,15.0,1,1,wifi,medium cost
663,1623,yes,1.2,0,6,yes,61,0.9,120,7,12,1568,1832,1510.0,12,10,17.0,1,1,no_wifi,high cost
664,914,yes,0.5,0,0,yes,26,0.7,147,4,0,706,721,1122.0,12,9,2.0,1,1,wifi,low cost
665,1721,yes,0.5,1,4,yes,33,0.5,128,4,5,871,1048,707.0,19,2,5.0,1,1,wifi,low cost
666,890,yes,2.2,1,4,no,44,0.5,198,8,13,1074,1873,751.0,7,3,3.0,0,0,no_wifi,low cost
667,600,no,0.5,0,1,no,48,0.8,191,3,7,501,1465,3393.0,12,7,8.0,1,0,no_wifi,high cost
668,1677,no,1.8,1,4,no,11,0.7,124,6,8,271,1477,3771.0,15,6,12.0,1,0,no_wifi,very high cost
669,723,no,0.5,0,0,yes,3,0.2,168,4,3,920,1748,1851.0,15,3,16.0,1,0,no_wifi,medium cost
670,638,no,1.7,1,11,no,27,0.5,102,4,17,1171,1383,2735.0,7,2,9.0,1,1,no_wifi,high cost
671,852,no,1.0,1,4,yes,62,0.7,104,7,13,293,1159,2253.0,17,4,7.0,1,1,no_wifi,medium cost
672,1979,yes,1.6,1,0,no,32,0.2,165,7,1,833,2063,452.0,13,6,14.0,0,1,no_wifi,low cost
673,710,yes,0.5,0,6,no,32,0.8,151,5,9,485,857,1419.0,12,11,18.0,0,1,no_wifi,low cost
674,1034,no,2.6,1,2,yes,45,0.3,190,3,4,182,1293,969.0,15,1,7.0,1,0,no_wifi,low cost
675,600,no,2.5,1,8,yes,22,0.1,145,1,11,207,1162,3441.0,19,1,5.0,1,0,no_wifi,high cost
676,1027,no,0.5,0,2,yes,64,0.9,103,2,7,1698,1747,3786.0,17,12,12.0,1,0,no_wifi,very high cost
677,1260,no,0.6,0,5,yes,13,1.0,106,6,6,165,736,2710.0,13,1,8.0,1,1,no_wifi,high cost
678,1793,no,1.8,1,10,no,12,0.5,169,6,17,1086,1418,3533.0,16,14,15.0,1,1,wifi,very high cost
680,658,yes,2.7,0,0,yes,12,0.9,103,7,3,1156,1750,3587.0,14,11,20.0,1,0,no_wifi,very high cost
681,1694,yes,0.6,0,0,yes,34,0.3,102,7,7,377,549,2298.0,17,5,2.0,1,1,no_wifi,high cost
682,804,yes,0.8,1,12,yes,41,0.9,89,1,13,709,818,2027.0,11,5,11.0,1,0,no_wifi,medium cost
683,1713,no,2.5,1,1,no,27,0.9,127,7,3,729,974,2406.0,13,10,20.0,1,0,wifi,high cost
684,706,no,0.5,0,13,yes,31,0.1,108,3,19,543,938,2419.0,8,7,4.0,1,0,wifi,medium cost
685,1362,no,0.5,0,3,no,25,0.8,131,7,9,553,1505,995.0,7,6,18.0,0,1,wifi,low cost
686,1527,no,2.7,0,10,yes,60,0.1,154,5,14,526,1116,2078.0,5,3,11.0,1,1,wifi,high cost
687,768,no,0.5,1,0,no,19,0.9,159,2,1,637,991,1145.0,19,1,7.0,0,0,wifi,low cost
688,1314,no,2.9,1,8,yes,41,0.1,155,4,12,113,577,626.0,10,4,4.0,1,1,wifi,low cost
689,705,yes,0.5,0,5,yes,57,0.9,155,6,9,1114,1374,1509.0,15,11,18.0,1,1,wifi,medium cost
690,1403,no,2.7,0,2,yes,26,0.1,164,5,3,461,1251,3371.0,13,9,9.0,1,0,wifi,very high cost
691,1486,no,2.6,0,7,no,52,0.1,85,4,15,1430,1747,297.0,13,1,15.0,0,1,no_wifi,low cost
692,781,no,1.1,0,2,no,38,0.4,198,5,7,304,1674,3508.0,13,8,5.0,0,0,wifi,very high cost
693,986,yes,1.5,0,1,yes,23,0.8,183,8,3,471,800,2385.0,16,9,19.0,1,0,no_wifi,medium cost
694,1310,no,1.4,0,0,no,33,0.4,105,1,14,806,1016,1301.0,13,12,19.0,0,0,wifi,medium cost
695,560,yes,2.0,1,6,yes,57,0.3,81,3,12,80,1327,2167.0,11,10,7.0,1,0,wifi,medium cost
696,1348,no,1.3,0,0,no,43,0.4,116,5,6,204,501,3914.0,10,3,8.0,1,0,wifi,very high cost
697,1567,no,0.5,1,3,no,22,0.5,119,6,6,545,1621,2312.0,9,1,18.0,1,0,no_wifi,high cost
698,1940,yes,0.9,1,4,no,17,0.7,93,5,7,112,858,2297.0,14,6,8.0,0,1,no_wifi,high cost
699,1979,yes,2.9,1,0,yes,19,1.0,176,3,9,1331,1532,411.0,8,2,2.0,1,1,wifi,low cost
700,561,yes,2.1,1,7,yes,2,0.1,193,3,13,1055,1294,665.0,10,0,4.0,1,1,no_wifi,low cost
701,1717,yes,1.3,0,1,no,62,0.7,130,1,3,609,810,3226.0,6,4,5.0,0,1,no_wifi,very high cost
702,535,no,1.5,0,1,yes,48,0.7,113,1,4,290,811,740.0,11,10,18.0,1,1,no_wifi,low cost
703,1413,no,0.5,1,4,yes,39,0.1,185,5,12,1039,1751,3878.0,19,16,4.0,1,0,no_wifi,very high cost
704,1358,no,2.5,1,0,no,20,0.6,135,7,0,1485,1655,3406.0,5,1,11.0,0,0,wifi,very high cost
705,1519,no,2.9,0,2,no,30,0.7,112,7,8,1122,1702,2440.0,9,5,10.0,1,1,wifi,high cost
706,1254,no,1.2,1,2,no,50,0.7,108,5,6,462,1013,3959.0,10,4,17.0,1,1,no_wifi,very high cost
707,1591,yes,2.2,0,3,yes,49,0.4,154,6,7,1384,1883,3703.0,17,6,20.0,1,1,no_wifi,very high cost
